,Municipio,Date,High Temperature,Avg Temperature,Low Temperature,High Dew Point,Avg Dew Point,Low Dew Point,High Humidity,Avg Humidity,Low Humidity,High Speed,Avg Speed,Low Speed,High Pressure,Low Pressure,Sum
26,Fuente el Saz de Jarama,2/27/2024,52.0,45.8,41.4,33.8,30.4,26.1,64,55,47,28.6,9.0,0.2,29.57,29.30,0.00
27,Fuente el Saz de Jarama,2/28/2024,56.3,47.4,41.5,39.2,33.8,27.3,78,59,50,22.8,6.8,0.0,29.61,29.53,0.00
28,Fuente el Saz de Jarama,2/29/2024,60.6,47.6,32.4,43.9,34.7,25.5,92,63,40,19.2,2.6,0.0,29.58,29.37,0.00
0,Fuente el Saz de Jarama,1/1/2024,48.6,40.7,34.5,42.4,38.3,33.6,97,91,76,7.2,0.6,0.0,29.90,29.77,0.00
1,Fuente el Saz de Jarama,1/2/2024,45.0,40.8,35.2,42.8,39.3,34.3,99,95,85,4.0,0.3,0.0,29.91,29.81,0.00
2,Fuente el Saz de Jarama,1/3/2024,54.3,47.9,43.2,53.1,47.3,42.8,99,98,95,9.6,0.4,0.0,29.83,29.73,0.17
3,Fuente el Saz de Jarama,1/4/2024,50.5,48.2,45.7,49.3,47.6,45.3,99,98,93,2.9,0.2,0.0,29.82,29.51,0.19
4,Fuente el Saz de Jarama,1/5/2024,49.5,45.4,40.6,46.2,37.7,32.4,99,76,55,13.0,2.7,0.0,29.63,29.43,0.06
5,Fuente el Saz de Jarama,1/6/2024,49.3,43.0,36.7,36.0,33.7,30.9,85,70,56,16.1,2.1,0.0,29.84,29.62,0.00
6,Fuente el Saz de Jarama,1/7/2024,48.7,40.6,32.7,34.5,31.6,28.8,88,71,51,13.4,1.9,0.0,29.90,29.82,0.00
7,Fuente el Saz de Jarama,1/8/2024,48.7,37.9,28.0,35.4,30.7,25.9,92,76,52,6.0,0.6,0.0,29.86,29.76,0.00
8,Fuente el Saz de Jarama,1/9/2024,44.2,41.3,38.1,39.7,37.1,33.4,92,85,80,3.6,0.2,0.0,29.94,29.75,0.00
9,Fuente el Saz de Jarama,1/10/2024,48.0,43.1,40.1,43.0,40.4,38.7,96,91,79,4.5,0.5,0.0,29.94,29.86,0.00
10,Fuente el Saz de Jarama,1/11/2024,49.1,38.4,31.6,40.8,33.5,28.6,98,84,54,5.4,0.7,0.0,30.11,29.92,0.01
11,Fuente el Saz de Jarama,1/12/2024,46.2,32.0,27.7,33.1,28.0,25.0,92,85,60,4.7,0.6,0.0,30.19,30.09,0.00
12,Fuente el Saz de Jarama,1/13/2024,48.4,35.7,31.1,40.8,32.6,28.4,95,89,69,3.4,0.1,0.0,30.20,30.06,0.00
13,Fuente el Saz de Jarama,1/14/2024,46.9,42.3,37.6,45.9,41.3,36.1,99,96,93,5.4,0.4,0.0,30.07,29.93,0.10
14,Fuente el Saz de Jarama,1/15/2024,57.0,48.6,42.8,55.6,48.1,42.4,99,99,93,6.3,0.6,0.0,29.94,29.80,0.22
15,Fuente el Saz de Jarama,1/16/2024,57.9,54.8,51.8,55.8,52.9,47.7,99,94,77,10.7,2.6,0.0,29.85,29.69,0.06
16,Fuente el Saz de Jarama,1/17/2024,54.9,52.8,50.0,51.4,49.6,46.9,98,89,79,21.0,6.5,0.4,29.71,29.48,0.56
17,Fuente el Saz de Jarama,1/18/2024,61.0,52.8,49.5,52.2,49.4,47.1,97,88,70,12.1,2.7,0.0,29.76,29.63,0.01
18,Fuente el Saz de Jarama,1/19/2024,51.3,43.3,39.0,50.5,41.2,34.0,99,93,80,12.8,3.4,0.0,29.82,29.56,1.54
19,Fuente el Saz de Jarama,1/20/2024,52.2,42.7,34.7,43.7,37.1,29.3,96,82,45,8.9,1.0,0.0,30.39,29.92,1.54
20,Fuente el Saz de Jarama,1/21/2024,54.0,44.2,36.7,43.5,39.4,34.7,95,84,63,7.6,0.8,0.0,30.53,30.38,0.00
21,Fuente el Saz de Jarama,1/22/2024,46.8,39.4,33.1,43.7,38.0,32.4,98,95,87,4.9,0.4,0.0,30.60,30.50,0.00
22,Fuente el Saz de Jarama,1/23/2024,61.0,44.8,33.8,51.6,42.2,33.4,99,91,70,3.4,0.2,0.0,30.64,30.56,0.01
23,Fuente el Saz de Jarama,1/24/2024,68.0,51.8,39.2,55.0,46.6,38.3,98,84,55,3.8,0.3,0.0,30.65,30.56,0.00
24,Fuente el Saz de Jarama,1/25/2024,67.5,49.4,37.9,54.5,44.4,36.1,96,84,53,3.8,0.3,0.0,30.58,30.44,0.01
25,Fuente el Saz de Jarama,1/26/2024,70.9,54.3,38.5,53.4,45.6,37.6,97,75,43,2.5,0.2,0.0,30.50,30.39,0.00
26,Fuente el Saz de Jarama,1/27/2024,69.3,51.4,40.6,52.9,44.3,38.5,93,78,45,3.4,0.2,0.0,30.43,30.31,0.00
27,Fuente el Saz de Jarama,1/28/2024,65.3,48.2,38.1,48.2,42.4,36.1,94,82,48,3.8,0.4,0.0,30.37,30.29,0.00
28,Fuente el Saz de Jarama,1/29/2024,62.8,50.0,41.0,47.7,43.5,39.2,95,80,52,4.3,0.3,0.0,30.41,30.31,0.00
29,Fuente el Saz de Jarama,1/30/2024,57.7,45.6,37.0,48.2,42.5,36.3,98,89,68,4.0,0.2,0.0,30.48,30.38,0.00
30,Fuente el Saz de Jarama,1/31/2024,49.8,41.2,35.8,45.1,39.9,35.4,99,95,83,3.8,0.1,0.0,30.55,30.47,0.00
0,Valdilecha,10/1/2024,84.9,63.7,46.9,53.8,44.7,39.9,80,54,24,6.0,0.6,0.0,30.04,29.90,0.00
1,Valdilecha,10/2/2024,79.2,65.4,53.2,63.3,55.0,45.3,86,70,50,10.1,1.4,0.0,29.96,29.77,0.03
2,Valdilecha,10/3/2024,79.3,66.3,54.9,63.0,52.6,42.6,96,65,28,12.1,1.3,0.0,29.93,29.78,0.04
3,Valdilecha,10/4/2024,78.1,61.0,45.3,54.0,47.5,41.4,87,63,40,4.9,0.4,0.0,29.97,29.87,0.00
4,Valdilecha,10/5/2024,81.5,63.4,46.8,61.0,52.8,44.1,92,71,45,6.5,0.8,0.0,29.96,29.85,0.00
5,Valdilecha,10/6/2024,76.3,66.9,58.3,60.3,57.1,51.8,88,72,48,6.9,1.1,0.0,29.89,29.81,0.00
6,Valdilecha,10/7/2024,77.0,61.7,54.3,61.0,53.5,49.8,99,78,41,10.3,0.9,0.0,29.83,29.66,0.74
7,Valdilecha,10/8/2024,66.9,59.7,55.6,57.6,55.4,53.4,99,86,66,8.3,1.2,0.0,29.89,29.76,0.00
8,Valdilecha,10/9/2024,71.1,62.9,56.7,63.9,57.8,54.3,98,84,72,12.8,2.0,0.0,29.85,29.55,0.06
9,Valdilecha,10/10/2024,70.5,58.6,47.5,56.3,48.6,43.2,96,72,39,5.8,0.7,0.0,29.95,29.74,0.00
10,Valdilecha,10/11/2024,70.9,56.1,41.2,54.9,47.1,39.4,96,74,45,5.6,0.4,0.0,29.98,29.86,0.00
11,Valdilecha,10/12/2024,64.6,60.8,56.1,61.5,59.2,54.5,99,95,76,5.8,0.5,0.0,29.99,29.79,1.59
12,Valdilecha,10/13/2024,72.3,59.0,52.5,61.3,56.4,52.2,99,92,64,3.4,0.3,0.0,30.05,29.97,0.01
13,Valdilecha,10/14/2024,74.8,63.4,54.1,64.9,59.5,53.6,99,88,67,3.6,0.2,0.0,30.04,29.85,0.00
14,Valdilecha,10/15/2024,72.7,65.0,59.7,63.7,60.5,57.2,99,86,68,10.3,1.0,0.0,29.88,29.74,0.54
15,Valdilecha,10/16/2024,71.8,64.1,59.7,67.3,61.4,58.1,99,91,79,6.5,1.0,0.0,29.82,29.67,0.32
0,Valdilecha,9/1/2024,91.0,76.7,66.2,69.8,64.6,58.8,95,70,37,7.2,0.6,0.0,29.93,29.82,0.00
1,Valdilecha,9/2/2024,92.5,77.3,63.5,68.2,60.3,53.6,89,60,28,8.1,0.7,0.0,29.91,29.76,0.00
2,Valdilecha,9/3/2024,92.5,78.3,63.9,67.3,61.1,54.3,88,59,31,6.7,0.9,0.0,29.89,29.79,0.00
3,Valdilecha,9/4/2024,81.5,71.8,60.8,64.8,59.4,53.6,97,68,40,7.8,1.2,0.0,29.94,29.86,0.59
4,Valdilecha,9/5/2024,84.9,69.7,54.1,58.5,52.5,49.1,85,58,32,6.9,0.8,0.0,29.94,29.65,0.00
5,Valdilecha,9/6/2024,83.8,70.1,57.2,57.6,49.2,38.3,85,52,27,10.5,1.2,0.0,29.97,29.61,0.00
6,Valdilecha,9/7/2024,82.0,64.0,45.3,49.1,41.7,37.2,81,49,21,8.7,0.8,0.0,30.12,29.96,0.00
7,Valdilecha,9/8/2024,83.1,66.7,48.6,53.2,46.7,41.5,77,52,28,9.4,1.2,0.0,30.21,30.08,0.00
8,Valdilecha,9/9/2024,88.2,66.9,46.6,53.1,45.3,41.5,85,51,21,7.2,0.4,0.0,30.33,30.20,0.00
9,Valdilecha,9/10/2024,89.6,68.4,48.4,55.6,46.2,40.1,79,50,20,6.5,0.5,0.0,30.31,30.18,0.00
10,Valdilecha,9/11/2024,87.4,71.4,54.1,51.4,45.5,33.1,75,44,18,6.9,1.0,0.0,30.26,30.16,0.00
11,Valdilecha,9/12/2024,86.4,69.9,52.5,54.5,49.6,46.4,82,51,26,8.5,1.1,0.0,30.27,30.16,0.00
12,Valdilecha,9/13/2024,76.8,65.7,54.9,53.2,43.5,36.3,67,47,24,9.6,2.2,0.0,30.39,30.25,0.00
13,Valdilecha,9/14/2024,84.9,65.8,50.0,53.2,46.2,40.3,71,51,30,6.5,0.8,0.0,30.43,30.30,0.00
14,Valdilecha,9/15/2024,90.0,68.3,48.4,52.0,41.3,32.4,80,45,14,5.4,0.6,0.0,30.36,30.22,0.00
15,Valdilecha,9/16/2024,87.4,69.6,45.1,39.6,30.8,22.5,52,26,11,7.2,1.5,0.0,30.29,30.15,0.00
16,Valdilecha,9/17/2024,85.5,68.7,54.7,47.5,41.5,37.2,60,39,20,6.5,1.0,0.0,30.21,30.02,0.00
17,Valdilecha,9/18/2024,84.4,68.5,54.1,64.0,55.1,43.7,83,64,37,8.9,0.9,0.0,30.15,30.06,0.00
18,Valdilecha,9/19/2024,78.8,64.8,57.2,61.7,58.6,55.4,98,82,49,9.8,0.7,0.0,30.19,30.10,0.37
19,Valdilecha,9/20/2024,75.4,62.6,56.1,63.3,58.7,55.4,98,88,56,4.0,0.3,0.0,30.22,30.11,0.07
20,Valdilecha,9/21/2024,77.4,67.4,60.1,64.9,60.3,55.6,99,79,52,7.4,0.9,0.0,30.17,30.09,0.15
21,Valdilecha,9/22/2024,79.2,64.9,53.6,59.2,54.1,50.9,97,72,39,6.5,0.7,0.0,30.23,30.15,0.00
22,Valdilecha,9/23/2024,78.3,62.0,47.1,55.8,49.9,45.3,95,69,33,6.9,0.5,0.0,30.24,30.13,0.00
23,Valdilecha,9/24/2024,73.8,60.2,48.0,52.2,47.2,40.5,92,66,31,6.9,0.9,0.0,30.19,29.88,0.00
24,Valdilecha,9/25/2024,76.6,66.9,59.2,62.4,56.5,47.3,81,69,57,9.2,1.3,0.0,29.97,29.89,0.00
25,Valdilecha,9/26/2024,74.8,68.0,62.6,64.6,61.4,56.8,93,80,55,12.8,2.4,0.0,29.93,29.85,0.00
26,Valdilecha,9/27/2024,73.8,63.3,54.3,57.4,47.8,37.0,93,61,32,9.4,1.6,0.0,30.10,29.91,0.00
27,Valdilecha,9/28/2024,75.6,55.3,40.8,43.3,38.6,33.4,86,58,23,7.4,0.5,0.0,30.20,30.09,0.00
28,Valdilecha,9/29/2024,80.1,59.1,43.7,51.1,40.9,34.3,83,56,20,4.7,0.5,0.0,30.20,30.08,0.00
29,Valdilecha,9/30/2024,87.8,63.7,44.6,46.9,41.5,37.4,82,50,21,3.8,0.3,0.0,30.15,30.00,0.00
0,Valdilecha,8/1/2024,103.1,83.3,61.7,56.1,50.8,44.6,66,37,15,7.6,0.9,0.0,29.97,29.82,0.00
1,Valdilecha,8/2/2024,97.3,80.8,61.7,60.6,53.3,47.7,62,41,21,7.4,0.8,0.0,29.90,29.82,0.00
2,Valdilecha,8/3/2024,101.3,93.0,77.5,62.4,55.1,48.9,47,29,20,8.5,0.9,0.0,29.96,29.85,0.00
3,Valdilecha,8/4/2024,102.9,85.8,67.5,66.4,54.9,47.8,59,37,19,8.9,0.8,0.0,29.98,29.84,0.00
4,Valdilecha,8/5/2024,103.3,85.1,65.5,62.6,53.5,48.6,60,37,17,8.9,0.9,0.0,29.92,29.79,0.00
5,Valdilecha,8/6/2024,103.6,84.6,64.2,58.5,50.6,46.2,57,34,16,8.9,0.9,0.0,29.88,29.75,0.00
6,Valdilecha,8/7/2024,102.7,84.1,64.6,59.9,51.9,46.0,57,36,15,7.6,0.6,0.0,29.89,29.80,0.00
7,Valdilecha,8/8/2024,105.1,93.1,72.0,57.6,52.5,44.1,54,27,14,5.1,0.8,0.0,29.97,29.88,0.00
8,Valdilecha,8/9/2024,106.0,87.0,68.9,59.9,53.0,46.8,55,34,15,4.7,0.6,0.0,30.05,29.94,0.00
9,Valdilecha,8/10/2024,103.5,89.6,75.2,56.5,51.4,43.2,46,29,14,6.7,1.0,0.0,30.07,29.93,0.00
10,Valdilecha,8/11/2024,103.1,89.7,73.2,59.7,53.2,48.6,51,31,18,8.1,1.0,0.0,29.99,29.81,0.00
11,Valdilecha,8/12/2024,101.5,87.5,69.8,60.1,55.8,50.2,59,36,19,7.4,1.2,0.0,29.91,29.77,0.00
12,Valdilecha,8/13/2024,89.8,79.6,61.7,61.3,54.9,46.8,74,44,24,9.6,1.4,0.0,29.88,29.77,0.00
13,Valdilecha,8/14/2024,90.0,76.6,61.0,58.8,55.5,51.6,79,51,29,10.3,1.5,0.0,29.99,29.86,0.00
14,Valdilecha,8/15/2024,89.2,74.5,58.3,56.8,49.3,41.5,68,44,21,10.7,1.7,0.0,30.04,29.94,0.00
15,Valdilecha,8/16/2024,95.5,76.0,57.9,56.8,48.2,39.0,71,42,15,7.6,0.6,0.0,30.07,29.94,0.00
16,Valdilecha,8/17/2024,99.0,78.8,58.8,60.8,49.4,41.9,58,38,20,8.5,0.7,0.0,30.05,29.88,0.00
17,Valdilecha,8/18/2024,94.6,76.0,62.1,59.9,51.3,44.4,57,43,24,11.0,0.8,0.0,29.94,29.84,0.00
18,Valdilecha,8/19/2024,98.8,81.2,64.4,59.5,51.9,45.0,58,38,22,8.9,0.8,0.0,29.95,29.83,0.00
19,Valdilecha,8/20/2024,100.4,80.6,60.4,60.1,50.1,43.7,57,37,19,6.7,0.6,0.0,29.94,29.85,0.00
20,Valdilecha,8/21/2024,101.5,84.5,69.3,64.8,55.7,46.9,54,38,21,6.5,0.8,0.0,30.01,29.86,0.00
21,Valdilecha,8/22/2024,100.4,84.4,70.7,65.7,60.0,52.0,72,47,23,6.9,0.7,0.0,29.96,29.84,0.00
22,Valdilecha,8/23/2024,101.3,80.1,60.8,63.3,55.2,47.3,73,45,21,6.5,0.8,0.0,29.96,29.84,0.00
23,Valdilecha,8/24/2024,98.6,83.7,69.3,63.9,57.9,51.8,77,45,24,7.8,1.0,0.0,29.93,29.83,0.00
24,Valdilecha,8/25/2024,97.5,80.1,61.7,66.7,57.1,49.1,70,48,24,9.6,0.8,0.0,29.99,29.88,0.00
25,Valdilecha,8/26/2024,96.1,80.2,67.8,67.3,60.2,50.9,77,53,24,6.7,0.6,0.0,30.02,29.88,0.00
26,Valdilecha,8/27/2024,97.5,80.2,64.6,67.3,56.2,50.0,73,47,21,7.8,0.6,0.0,29.97,29.84,0.00
27,Valdilecha,8/28/2024,98.8,81.5,61.2,65.5,56.7,48.4,68,45,27,5.8,0.5,0.0,29.94,29.81,0.00
28,Valdilecha,8/29/2024,86.2,76.1,67.3,72.5,67.0,61.0,98,75,45,5.4,0.6,0.0,29.99,29.87,0.33
29,Valdilecha,8/30/2024,90.7,76.3,67.1,68.4,64.7,59.7,91,70,38,4.9,0.5,0.0,29.97,29.83,0.00
30,Valdilecha,8/31/2024,89.4,75.4,67.6,71.4,62.9,57.2,95,67,43,9.2,0.8,0.0,29.97,29.83,0.06
0,Valdilecha,7/1/2024,88.9,73.1,54.7,61.2,53.9,47.8,91,56,26,7.6,1.3,0.0,30.10,29.94,0.00
1,Valdilecha,7/2/2024,91.8,75.8,58.1,55.8,52.6,46.6,78,48,25,8.3,1.7,0.0,30.11,29.94,0.00
2,Valdilecha,7/3/2024,95.9,78.0,57.7,55.2,46.1,36.1,65,36,15,6.7,0.9,0.0,30.02,29.87,0.00
3,Valdilecha,7/4/2024,103.3,81.7,58.8,58.1,51.5,46.8,74,40,17,5.8,0.5,0.0,29.97,29.83,0.00
4,Valdilecha,7/5/2024,103.5,84.6,65.7,58.8,54.6,49.3,65,39,20,6.5,0.8,0.0,29.91,29.72,0.00
5,Valdilecha,7/6/2024,92.8,77.9,67.1,61.2,57.5,54.3,67,51,31,12.5,1.1,0.0,29.85,29.74,0.00
6,Valdilecha,7/7/2024,89.2,71.8,61.2,60.8,57.5,53.6,82,63,32,6.0,0.8,0.0,29.88,29.83,0.00
7,Valdilecha,7/8/2024,94.8,78.8,55.6,61.2,49.3,41.2,78,41,18,6.9,0.7,0.0,29.95,29.84,0.00
8,Valdilecha,7/9/2024,83.1,64.7,56.7,56.3,46.6,43.0,63,53,35,5.8,0.2,0.0,29.98,29.90,0.00
9,Valdilecha,7/10/2024,96.4,88.7,72.7,62.6,57.3,49.6,54,36,22,8.9,1.8,0.0,30.06,29.97,0.00
10,Valdilecha,7/11/2024,97.9,77.2,62.2,63.7,56.4,51.8,70,51,28,9.4,1.0,0.0,30.04,29.96,0.00
11,Valdilecha,7/12/2024,95.9,86.7,69.4,56.1,49.1,39.0,60,29,15,7.4,1.1,0.0,29.97,29.83,0.00
12,Valdilecha,7/13/2024,96.1,79.0,57.6,65.3,47.5,28.0,78,40,12,9.4,1.1,0.0,29.87,29.75,0.00
13,Valdilecha,7/14/2024,94.5,77.0,55.2,45.9,39.0,31.1,58,29,13,10.3,1.2,0.0,29.92,29.82,0.00
14,Valdilecha,7/15/2024,89.2,75.4,55.6,62.1,52.0,37.6,62,44,34,11.4,2.0,0.0,29.97,29.88,0.00
15,Valdilecha,7/16/2024,94.6,76.4,55.8,55.2,48.0,33.3,79,43,15,8.3,0.9,0.0,30.03,29.91,0.00
16,Valdilecha,7/17/2024,100.6,79.0,58.1,64.4,47.8,36.1,54,36,16,7.8,0.8,0.0,30.03,29.91,0.00
17,Valdilecha,7/18/2024,99.5,82.1,64.6,65.1,54.8,41.9,83,44,16,5.4,0.5,0.0,30.07,29.98,0.00
18,Valdilecha,7/19/2024,102.9,83.4,60.6,54.7,49.1,44.1,61,34,14,8.1,0.9,0.0,30.09,29.92,0.00
19,Valdilecha,7/20/2024,97.2,81.0,60.8,56.1,49.3,44.4,59,36,18,10.5,1.8,0.0,29.96,29.76,0.00
20,Valdilecha,7/21/2024,93.7,80.1,61.5,56.8,47.4,34.0,75,36,13,6.9,1.3,0.0,30.01,29.82,0.00
21,Valdilecha,7/22/2024,99.9,80.4,58.6,49.8,37.7,19.8,52,27,6,7.6,0.6,0.0,30.10,29.99,0.00
22,Valdilecha,7/23/2024,105.1,83.0,60.4,60.4,49.3,38.3,55,34,15,6.7,0.5,0.0,30.12,30.00,0.00
23,Valdilecha,7/24/2024,107.4,86.0,63.9,62.1,52.2,46.6,55,35,15,7.4,0.6,0.0,30.07,29.88,0.00
24,Valdilecha,7/25/2024,106.2,86.7,65.3,58.6,52.2,46.4,61,34,15,6.5,0.6,0.0,29.91,29.70,0.00
25,Valdilecha,7/26/2024,103.3,87.4,71.2,65.5,60.1,50.2,71,43,21,6.7,0.7,0.0,29.85,29.75,0.00
26,Valdilecha,7/27/2024,103.3,87.3,71.2,65.1,59.3,51.6,66,42,21,11.0,0.7,0.0,29.90,29.80,0.00
27,Valdilecha,7/28/2024,104.5,89.2,71.6,58.1,53.8,49.3,49,31,17,6.5,1.0,0.0,30.00,29.88,0.00
28,Valdilecha,7/29/2024,100.4,84.9,70.5,68.2,57.6,51.8,89,42,22,12.5,0.9,0.0,30.07,29.91,0.16
29,Valdilecha,7/30/2024,104.9,87.3,69.4,64.8,56.8,48.4,75,41,18,7.8,1.1,0.0,30.02,29.85,0.00
30,Valdilecha,7/31/2024,102.6,82.9,63.1,59.9,54.4,49.3,71,41,18,7.8,0.9,0.0,29.98,29.88,0.00
0,Valdilecha,6/1/2024,85.3,69.8,53.6,54.9,45.7,39.0,66,44,25,10.5,1.7,0.0,29.99,29.86,0.00
1,Valdilecha,6/2/2024,86.7,69.8,52.9,51.6,44.4,38.5,67,42,20,8.7,1.0,0.0,30.05,29.91,0.00
2,Valdilecha,6/3/2024,88.3,72.4,55.4,61.5,50.8,42.6,76,49,27,8.1,1.0,0.0,29.99,29.86,0.02
3,Valdilecha,6/4/2024,91.6,74.6,55.8,58.3,52.3,46.4,85,51,22,6.9,0.8,0.0,29.95,29.84,0.00
4,Valdilecha,6/5/2024,95.7,76.8,55.8,57.0,51.7,47.3,74,45,23,5.4,0.5,0.0,29.97,29.86,0.00
5,Valdilecha,6/6/2024,99.0,79.8,59.4,55.4,50.8,47.5,68,40,19,5.6,0.7,0.0,29.97,29.86,0.00
6,Valdilecha,6/7/2024,96.6,81.2,67.3,59.2,50.5,44.4,51,35,24,9.6,1.1,0.0,29.98,29.79,0.00
7,Valdilecha,6/8/2024,77.2,67.5,61.2,63.5,56.0,49.3,98,70,39,11.9,0.9,0.0,29.88,29.75,0.27
8,Valdilecha,6/9/2024,79.0,66.9,57.2,61.3,58.6,56.5,98,77,50,7.4,0.9,0.0,29.85,29.77,0.00
9,Valdilecha,6/10/2024,69.3,63.6,58.6,61.9,59.3,55.2,99,87,62,11.9,0.8,0.0,29.91,29.81,0.77
10,Valdilecha,6/11/2024,80.2,66.1,52.0,57.2,50.2,43.0,90,60,31,11.4,1.4,0.0,29.96,29.88,0.00
11,Valdilecha,6/12/2024,80.1,66.1,53.6,58.3,52.8,46.6,90,65,32,13.0,1.2,0.0,30.07,29.92,0.02
12,Valdilecha,6/13/2024,86.2,69.7,50.9,56.7,49.5,40.1,87,54,20,15.2,1.5,0.0,30.08,29.96,0.00
13,Valdilecha,6/14/2024,90.1,72.3,51.3,52.9,47.4,39.0,84,48,17,10.5,1.4,0.0,30.01,29.84,0.00
14,Valdilecha,6/15/2024,86.4,72.8,56.5,58.5,47.0,27.0,86,46,12,9.2,1.4,0.0,29.91,29.83,0.00
15,Valdilecha,6/16/2024,90.3,71.4,48.6,48.0,43.3,39.7,75,41,19,7.4,1.0,0.0,29.92,29.80,0.00
16,Valdilecha,6/17/2024,91.9,73.7,51.8,55.0,46.5,38.1,77,43,18,9.2,1.1,0.0,29.90,29.77,0.00
17,Valdilecha,6/18/2024,84.2,69.5,56.7,58.1,51.1,42.3,75,55,25,12.8,1.2,0.0,29.93,29.81,0.00
18,Valdilecha,6/19/2024,79.9,64.0,51.1,62.4,52.1,45.9,90,69,33,10.3,0.9,0.0,29.95,29.86,0.23
19,Valdilecha,6/20/2024,76.1,60.8,52.9,56.3,52.1,47.1,96,76,39,13.2,0.8,0.0,30.07,29.92,0.04
20,Valdilecha,6/21/2024,84.9,67.9,49.8,55.0,49.9,45.7,91,58,26,7.4,0.6,0.0,30.13,30.04,0.00
21,Valdilecha,6/22/2024,90.7,72.2,50.2,55.2,49.9,43.7,89,50,21,9.4,1.2,0.0,30.14,30.00,0.00
22,Valdilecha,6/23/2024,89.6,76.5,61.9,59.5,55.2,50.9,69,49,34,9.6,1.5,0.0,30.06,29.89,0.00
23,Valdilecha,6/24/2024,94.8,78.5,61.7,61.7,56.7,47.3,77,50,21,7.6,0.9,0.0,29.96,29.78,0.00
24,Valdilecha,6/25/2024,98.8,80.9,62.4,63.1,58.3,51.4,81,49,23,8.9,0.8,0.0,29.86,29.69,0.00
25,Valdilecha,6/26/2024,91.9,79.3,68.9,65.7,59.2,54.9,69,51,32,8.3,1.2,0.0,29.85,29.73,0.00
26,Valdilecha,6/27/2024,98.1,80.2,64.9,59.2,54.7,48.7,69,44,21,8.7,1.0,0.0,29.90,29.77,0.00
27,Valdilecha,6/28/2024,82.2,72.0,60.6,62.8,55.1,48.6,89,56,38,9.2,1.3,0.0,29.93,29.87,0.15
28,Valdilecha,6/29/2024,77.7,66.6,59.0,61.9,59.6,57.6,98,80,55,11.2,1.8,0.0,29.97,29.89,0.36
29,Valdilecha,6/30/2024,83.3,71.5,63.1,61.7,58.3,53.6,88,66,39,4.5,0.5,0.0,29.97,29.89,0.00
0,Valdilecha,5/1/2024,61.0,52.6,44.8,48.0,39.2,29.3,88,62,31,11.4,2.6,0.0,29.89,29.76,0.00
1,Valdilecha,5/2/2024,63.0,50.2,33.4,40.1,35.7,31.1,92,61,34,7.6,1.4,0.0,30.03,29.89,0.00
2,Valdilecha,5/3/2024,69.3,53.4,35.1,43.3,38.1,32.4,92,60,30,7.4,1.1,0.0,30.10,30.00,0.00
3,Valdilecha,5/4/2024,78.1,60.3,41.2,50.4,44.7,38.5,91,60,31,8.7,1.3,0.0,30.05,29.93,0.00
4,Valdilecha,5/5/2024,69.8,61.8,52.3,57.6,52.6,47.3,97,73,55,9.6,1.4,0.0,29.99,29.85,0.12
5,Valdilecha,5/6/2024,70.9,59.9,50.7,57.2,51.6,43.3,99,76,43,10.5,1.1,0.0,29.99,29.84,0.14
6,Valdilecha,5/7/2024,76.1,59.0,40.8,48.7,43.2,38.7,94,60,32,8.5,1.1,0.0,30.12,29.98,0.00
7,Valdilecha,5/8/2024,81.3,62.8,45.5,47.7,42.2,36.0,79,51,20,5.6,0.8,0.0,30.16,30.01,0.00
8,Valdilecha,5/9/2024,86.5,64.6,42.8,50.5,44.2,38.3,85,53,22,5.1,0.5,0.0,30.07,29.92,0.00
9,Valdilecha,5/10/2024,87.8,68.9,48.7,50.5,46.5,41.2,83,50,20,6.3,0.7,0.0,30.02,29.87,0.00
10,Valdilecha,5/11/2024,87.8,71.3,50.9,51.4,45.1,39.9,72,41,23,8.5,1.2,0.0,29.98,29.87,0.00
11,Valdilecha,5/12/2024,85.8,69.0,48.9,54.3,48.9,44.6,86,53,25,7.4,0.5,0.0,29.99,29.87,0.00
12,Valdilecha,5/13/2024,84.4,69.8,51.6,55.2,51.4,47.5,89,56,30,8.7,1.5,0.0,29.91,29.70,0.00
13,Valdilecha,5/14/2024,72.0,62.5,52.9,57.0,44.9,39.0,87,54,34,9.6,2.1,0.0,29.76,29.68,0.03
14,Valdilecha,5/15/2024,60.3,50.1,42.6,43.7,40.2,37.9,87,70,44,4.9,0.4,0.0,29.78,29.73,0.00
15,Valdilecha,5/16/2024,68.0,56.5,43.5,43.0,40.2,36.9,82,56,36,11.2,1.5,0.0,29.80,29.73,0.00
16,Valdilecha,5/17/2024,71.4,58.4,46.8,51.4,44.5,39.7,96,63,34,11.2,1.4,0.0,29.83,29.73,0.03
17,Valdilecha,5/18/2024,75.7,59.5,39.9,46.6,41.0,37.4,91,55,27,9.4,0.9,0.0,29.86,29.75,0.00
18,Valdilecha,5/19/2024,73.9,55.5,43.5,48.2,42.6,38.3,85,64,34,8.1,0.7,0.0,29.83,29.74,0.00
19,Valdilecha,5/20/2024,73.6,58.5,40.8,47.7,42.7,37.6,91,60,32,9.6,1.1,0.0,29.89,29.79,0.00
20,Valdilecha,5/21/2024,75.9,59.7,45.9,49.5,44.7,40.5,86,60,29,14.3,1.4,0.0,30.01,29.87,0.00
21,Valdilecha,5/22/2024,74.7,60.2,42.1,47.8,43.1,38.1,89,57,30,7.4,1.1,0.0,30.04,29.93,0.00
22,Valdilecha,5/23/2024,82.0,63.3,41.5,46.0,40.4,31.5,84,49,18,5.4,0.6,0.0,30.03,29.89,0.00
